asset,name,px
NYS1504,NextEra Energy,101.82
NYS1505,NextEra Energy Corporate Un,63.67
NYS1506,Neff Cl A,6.22
NYS1507,Newmont Mining,17.17
NYS1508,New England Realty Associates Un,47.23
NYS1509,NextEra Energy Partners,30.99
NYS1510,Nuverra Environmental Solutions,2.59
NYS1511,NewMarket,388.12
NYS1512,New Media Investment Group,15.11
NYS1513,New Relic,33.62
NYS1514,National Fuel Gas,54.37
NYS1515,Newfield Exploration,31.6
NYS1516,NovaGold Resources,3.75
NYS1517,New Gold,2.24
NYS1518,National Grid ADR,66.65
NYS1519,NGL Energy Partners,24.79
NYS1520,Targa Resources Partners,29.92
NYS1521,Natural Gas Services Group,20.89
NYS1522,Natural Grocers by Vitamin Cottage,23.84
NYS1523,National Healthcare,60.93
NYS1524,National Health Investors,56.59
NYS1525,NiSource,17.06
NYS1526,Nidec ADR,19.74
NYS1527,New Jersey Resources,28.34
NYS1528,Niska Gas Storage Partners,3.34
NYS1529,Nike Cl B,112.5
NYS1530,NL Industries,3.77
NYS1531,Nautilus,16.22
NYS1532,Nielsen,45.26
NYS1533,Annaly Capital Management,10.17
NYS1534,Navios Maritime Holdings,2.76
NYS1535,Nimble Storage,26.08
NYS1536,Navios Maritime Partners,8.35
NYS1537,Nomura Holdings ADR,6.44
NYS1538,Navios Maritime Acquisition,3.35
NYS1539,Nelnet Cl A,37.18
NYS1540,National Retail Properties,35.83
NYS1541,NanoViricides,1.13
NYS1542,North American Energy Partners,2.17
NYS1543,Noah Holdings ADR,21.35
NYS1544,Northrop Grumman,165.54
NYS1545,Northern Oil&Gas,5.82
NYS1546,Nokia ADR,6.32
NYS1547,Noranda Aluminum Holding,2.71
NYS1548,Nord Anglia Education,21.01
NYS1549,National Oilwell Varco,41.65
NYS1550,ServiceNow,72.54
NYS1551,Neenah Paper,57.43
NYS1552,China Nepstar Chain Drugstore ADR,2.18
NYS1553,National Presto Industries,79.55
NYS1554,EnPro Industries,47.05
NYS1555,NeoPhotonics,7.43
NYS1556,NQ Mobile ADR,4.27
NYS1557,Newpark Resources,7.04
NYS1558,Northstar Realty Finance,14.23
NYS1559,NRG Energy,20.22
NYS1560,Natural Resource Partners,3.22
NYS1561,North European Oil Royalty Trust,11.24
NYS1562,New Residential Investment,14.29
NYS1563,NuSTAR Energy,52.86
NYS1564,National Storage Affiliates Trust,12.96
NYS1565,NorthStar Asset Management Group,16.95
NYS1566,Norfolk Southern,79.2
NYS1567,NuSTAR GP Holdings,33.57
NYS1568,New Source Energy Partners,0.56
NYS1569,Nationstar Mortgage Holdings,16.68
NYS1570,Insperity,45.44
NYS1571,InspireMD,0.19
NYS1572,NeuStar Cl A,28.21
NYS1573,Nevsun Resources,2.92
NYS1574,Northern Tier Energy,25.57
NYS1575,Network-1 Technologies,2.15
NYS1576,Nortel Inversora ADR,16.09
NYS1577,NTN Buzztime,0.18
NYS1578,Nam Tai Property,5.48
NYS1579,Nippon Telegraph&Telephone ADR,38.25
NYS1580,Natuzzi ADR,2.18
NYS1581,Nucor,43.31
NYS1582,Nu Skin Enterprises Cl A,45.75
NYS1583,Navigator Holdings,16.25
NYS1584,Novo Nordisk ADR,55.73
NYS1585,NVR,1509.85
NYS1586,Nevro,43.38
NYS1587,Novartis ADR,98.35
NYS1588,Invitae,10.88
NYS1589,NorthWestern,52.33
NYS1590,New Home,13.8
NYS1591,Newell Rubbermaid,41.66
NYS1592,Northwest Natural Gas,44.22
NYS1593,New York,2.65
NYS1594,Quanex Building Products,18.24
NYS1595,NexPoint Residential Trust,12.45
NYS1596,New York Community Bancorp,17.64
NYS1597,NRG Yield Cl C,16.29
NYS1598,NRG Yield Cl A,15.84
NYS1599,New York REIT,9.78
NYS1600,New York Times Cl A,12.33
NYS1601,Realty Income,45.94
NYS1602,Orbital ATK,75.83
NYS1603,Oaktree Capital Group,54.22
NYS1604,Five Oaks Investment,6.33
NYS1605,Oasis Petroleum,9.99
NYS1606,OneBeacon Insurance Group Cl A,14.43
NYS1607,Owens Corning,44.03
NYS1608,OCI Partners,12.16
NYS1609,OCI Resources,23.28
NYS1610,Ocwen Financial,7.26
NYS1611,Oil-Dri of America,22.61
NYS1612,Orion Engineered Carbons,16.28
NYS1613,Corporate Office Properties Trust,21.67
NYS1614,OFG Bancorp,7.25
NYS1615,OGE Energy,28.43
NYS1616,Oragenics,2.22
NYS1617,ONE Gas,43.03
NYS1618,Omega Healthcare Investors,34.35
NYS1619,Owens-Illinois,20.82
NYS1620,Oi ADR New,0.78
NYS1621,Oceaneering International,43.25
NYS1622,Oil States International,27.25
NYS1623,ONEOK,35.63
NYS1624,ONEOK Partners,32.37
NYS1625,Olin,19.79
NYS1626,One Liberty Properties,22.11
NYS1627,OM Asset Management,16.36
NYS1628,Omnicom Group,67.74
NYS1629,Omega Protein,16.92
NYS1630,OM Group,33.48
NYS1631,Owens&Minor,34
NYS1632,OMNOVA Solutions,6.22
NYS1633,On Deck Capital,9.16
NYS1634,Higher One Holdings,1.97
NYS1635,Orient Paper,1.68
NYS1636,Organovo Holdings,2.54
NYS1637,Ooma,9.14
NYS1638,Opko Health,11.42
NYS1639,Opower,8.87
NYS1640,Oppenheimer Holdings,19.87
NYS1641,Ormat Technologies,35.55
NYS1642,Orange ADR,15.72
NYS1643,Orchid Island Capital,9.01
NYS1644,Oracle,37.46
NYS1645,Old Republic International,15.72
NYS1646,Owens Realty Mortgage,13.7
NYS1647,Orion Marine Group,7.23
NYS1648,Overseas Shipholding Group Cl B,3.66
NYS1649,Oshkosh,42.05
NYS1650,Outfront Media,22.85
NYS1651,Orbitz Worldwide,11.5
NYS1652,Oxford Industries,81.52
NYS1653,Occidental Petroleum,71.84
NYS1654,Och-Ziff Capital Management,10.09
NYS1655,Pandora Media,18.1
NYS1656,Plains All American Pipeline,35.51
NYS1657,Grupo Aeroportuario del Pacifico ADR,80.59
NYS1658,Pacific Drilling,1.84
NYS1659,Penske Automotive Group,51.41
NYS1660,Plains GP Holdings Cl A,19.41
NYS1661,Platform Specialty Products,19.41
NYS1662,Pampa Energia ADR,16
NYS1663,Palo Alto Networks,168
NYS1664,Par Technology,4.49
NYS1665,Par Petroleum,19.61
NYS1666,VeriFone Systems,31.76
NYS1667,Paycom Software,38.31
NYS1668,Prosperity Bancshares,51.64
NYS1669,Pembina Pipeline,26.94
NYS1670,PBF Energy,29.38
NYS1671,PBF Logistics,21.31
NYS1672,Prestige Brands Holdings,46.89
NYS1673,Pitney Bowes,19.95
NYS1674,Petroleo Brasileiro ADR,5.78
NYS1675,Petroleo Brasileiro ADR A,5.03
NYS1676,Permian Basin Royalty Trust,7.16
NYS1677,Pep Boys-Manny Moe&Jack,11.74
NYS1678,Puma Biotechnology,94.84
NYS1679,PG&E,50.42
NYS1680,Plum Creek Timber REIT,39.12
NYS1681,Precision Castparts,229.98
NYS1682,Piedmont Office Realty Trust Cl A,17.3
NYS1683,Precision Drilling,4.76
NYS1684,Parsley Energy Cl A,16.57
NYS1685,Pebblebrook Hotel Trust,38.8
NYS1686,PEDEVCO,0.37
NYS1687,Public Service Enterprise Group,40.52
NYS1688,Pennsylvania Real Estate Investment Trust,20.17
NYS1689,PepsiCo,93.53
NYS1690,SandRidge Permian Trust,4.91
NYS1691,Pioneer Energy Services,3.12
NYS1692,Pinnacle Foods,45.17
NYS1693,Pfizer,32.66
NYS1694,Principal Financial Group,50.9
NYS1695,Pfenex,21.54
NYS1696,Provident Financial Services,18.84
NYS1697,PennyMac Financial Services Cl A,17.03
NYS1698,Procter&Gamble,71.21
NYS1699,Ply Gem Holdings,13.4
NYS1700,Pengrowth Energy,1.3
NYS1701,Premiere Global Services,10.68
NYS1702,Paragon Offshore,0.75
NYS1703,Press Ganey Holdings,31.67
NYS1704,Progressive,30.05
NYS1705,Paramount Group,16.82
NYS1706,Parker Hannifin,106.98
NYS1707,Koninklijke Philips ADR,25.81
NYS1708,PHH,16.29
NYS1709,Philippine Long Distance Telephone ADR,53.28
NYS1710,PulteGroup,20.44
NYS1711,Panhandle Oil&Gas,17.25
NYS1712,Polaris Industries,131.22
NYS1713,PharmAthene,1.43
NYS1714,Pier 1 Imports,10.06
NYS1715,Piper Jaffray,40.87
NYS1716,Parker Drilling,3.23
NYS1717,Park Electrochemical,17.51
NYS1718,Packaging of America,67.48
NYS1719,PerkinElmer,49.48
NYS1720,POSCO ADR,40.1
NYS1721,Parkway Properties,16.09
NYS1722,Prologis,38.89
NYS1723,Platinum Group Metals,0.28
NYS1724,Pall,127.11
NYS1725,Polymet Mining,0.91
NYS1726,Planet Fitness Cl A,16.78
NYS1727,Douglas Dynamics,21.65
NYS1728,Plantronics,53.45
NYS1729,Protalix BioTherapeutics,1.46
NYS1730,Philip Morris International,80.35
NYS1731,PharMerica,33.1
NYS1732,PennyMac Mortgage Investment Trust,15.19
NYS1733,Patriot National,16.89
NYS1734,PNC Financial Services Group,91.23
NYS1735,PNC Financial Services Group Wt,25.7
NYS1736,Pinnacle Entertainment,38.08
NYS1737,PNM Resources,25.97
NYS1738,Pentair,55.97
NYS1739,Pinnacle West Capital,60.48
NYS1740,Phoenix,15.16
NYS1741,Piedmont Natural Gas,38.66
NYS1742,PolyOne,32.46
NYS1743,Pepco Holdings,23.01
NYS1744,Portland General Electric,34.97
NYS1745,Post Holdings,66.06
NYS1746,Potash of Saskatchewan,25.95
NYS1747,PowerSecure International,12.06
NYS1748,PPG Industries,96.11
NYS1749,PPL,31.37
NYS1750,Primero Mining,2.96
NYS1751,Post Properties,56.69
NYS1752,PetroQuest Energy,1.44
NYS1753,ProAssurance,48.28
NYS1754,PartnerRe,138.5
NYS1755,Perrigo,185.42
NYS1756,Primerica,42.3
NYS1757,Park National,82.87
NYS1758,Proto Labs,73.13
NYS1759,PROS Holdings,22.02
NYS1760,Party City Holdco,16.81
NYS1761,Prudential Financial,81.2
NYS1762,Public Storage,206.16
NYS1763,PS Business Parks,74.04
NYS1764,Performance Sports Group,13.07
NYS1765,Pearson ADR,17.49
NYS1766,Phillips 66,77.23
NYS1767,Phillips 66 Partners,61.96
NYS1768,Palatin Technologies,0.88
NYS1769,PetroChina ADR,85.14
NYS1770,Prudential ADR,43.73
NYS1771,Penn Virginia,1.07
NYS1772,Provectus Biopharmaceuticals,0.4
NYS1773,Pretium Resources,5.43
NYS1774,PVH Corp.,116.98
NYS1775,Power REIT,4.92
NYS1776,Penn West Petroleum,0.79
NYS1777,Quanta Services,23.77
NYS1778,Praxair,106.19
NYS1779,Pioneer Natural Resources,121.27
NYS1780,Petrobras Argentina ADR,5.69
NYS1781,Paramount Gold Nevada,1.3
NYS1782,Pzena Investment Management,10.29
NYS1783,Quintiles Transnational Holdings,75.24
NYS1784,QEP Resources,13.7
NYS1785,Qihoo 360 Technology,52.66
NYS1786,Restaurant Brands International,39.56
NYS1787,Quantum,1.17
NYS1788,QTS Realty Trust Cl A,41.02
NYS1789,Q2 Holdings,26.18
NYS1790,Quad/Graphics,14.2
NYS1791,Ryder System,82.04
NYS1792,Rite Aid,8.24
NYS1793,Reynolds American,84.67
NYS1794,RAIT Financial Trust,5.16
NYS1795,Bankrate,9.73
NYS1796,Rackspace Hosting,31.26
NYS1797,Ritchie Bros. Auctioneers,27.83
NYS1798,Regal Beloit,66.22
NYS1799,Royal Bank of Scotland Group ADR,10.3
NYS1800,Rubicon Minerals,0.76
NYS1801,RCS Capital,2.01
NYS1802,Rogers Communications Cl B,34.21
NYS1803,Royal Caribbean Cruises,88.86
NYS1804,Rowan Cos.,17.81
NYS1805,Radian Group,17.95
NYS1806,Royal Dutch Shell ADR Cl A,52.6
NYS1807,Royal Dutch Shell ADR B,52.62
NYS1808,Dr. Reddy's Laboratories ADR,63.86
NYS1809,Everest Re Group,174.93
NYS1810,Rare Element Resources,0.37
NYS1811,Reeds,5.32
NYS1812,Regency Centers,60.88
NYS1813,Ring Energy,9.25
NYS1814,RELX ADR,16.16
NYS1815,Resolute Energy,0.46
NYS1816,Renren Cl A ADR,3.24
NYS1817,RELX ADR,15.36
NYS1818,RPC,11.27
NYS1819,Altisource Residential,15.32
NYS1820,Revlon Cl A,33.22
NYS1821,Rex American Resources,52.82
NYS1822,Rexford Industrial Realty,13.01
NYS1823,Regions Financial,9.62
NYS1824,Resolute Forest Products,10.01
NYS1825,Reinsurance Group of America,91.63
NYS1826,Regal Entertainment Group Cl A,19.14
NYS1827,Sturm Ruger,61.69
NYS1828,Regis,11.7
NYS1829,Restoration Hardware Holdings,91.93
NYS1830,Robert Half International,51.44
NYS1831,Ryman Hospitality Properties,52.43
NYS1832,Red Hat,73.86
NYS1833,Richmont Mines,2.54
NYS1834,Rice Energy,18.78
NYS1835,Transocean,13.59
NYS1836,Transocean Partners,10.21
NYS1837,Rio Tinto ADR,36.6
NYS1838,Raymond James Financial,53.45
NYS1839,Ruckus Wireless,11.21
NYS1840,Ralph Lauren Cl A,110.89
NYS1841,RealD,9.41
NYS1842,Radiant Logistics,5.69
NYS1843,Realogy Holdings,40.85
NYS1844,Red Lion Hotels,8.12
NYS1845,RLI,52.29
NYS1846,RLJ Lodging Trust,28
NYS1847,Regional Management,16.77
NYS1848,RE/MAX Holdings Cl A,36.7
NYS1849,ResMed,52.47
NYS1850,Rice Midstream Partners,16.72
NYS1851,Roundys,2.4
NYS1852,Rentech Nitrogen Partners,13.69
NYS1853,RingCentral Cl A,17.37
NYS1854,Rexahn Pharmaceuticals,0.55
NYS1855,Rhino Resource Partners,1.22
NYS1856,RenaissanceRe Holdings,101.88
NYS1857,Rogers,54.97
NYS1858,Rockwell Automation,111.67
NYS1859,Rollins Inc.,28.01
NYS1860,Roper Technologies,164.05
NYS1861,Castle Brands,1.18
NYS1862,Pacific Coast Oil Trust,2.58
NYS1863,Retail Properties of America,14.01
NYS1864,RPM International,44.28
NYS1865,Ramco-Gershenson Properties Trust,15.82
NYS1866,Range Resources,38.33
NYS1867,Rose Rock Midstream,30.8
NYS1868,Roadrunner Transportation Systems,21.69
NYS1869,Reliance Steel&Aluminum,57.77
NYS1870,Rouse Properties,16
NYS1871,Republic Services,41.1
NYS1872,Resource Capital,3.13
NYS1873,RSP Permian,22.8
NYS1874,Rosetta Stone,6.99
NYS1875,Ruby Tuesday,6.57
NYS1876,Rudolph Technologies,12.38
NYS1877,Raytheon,104.25
NYS1878,Rubicon Project,14.59
NYS1879,Retractable Technologies,3.82
NYS1880,RELM Wireless,4.84
NYS1881,Redwood Trust,14.75
NYS1882,Rexnord,19.85
NYS1883,Royal Bank of Canada,55.76
NYS1884,Rayonier Advanced Materials,7.08
NYS1885,Ryerson Holding,7.23
NYS1886,Ryland Group,43.13
NYS1887,Rayonier,23.26
NYS1888,Sprint,5.19
NYS1889,Seabridge Gold,6.3
NYS1890,Sonic Automotive Cl A,21.73
NYS1891,Science Applications International,49.23
NYS1892,Scorpio Bulkers,1.67
NYS1893,Boston Beer Cl A,208.42
NYS1894,Banco Santander ADR,6.2
NYS1895,Sandstorm Gold,2.84
NYS1896,SAP ADR,67.46
NYS1897,Safe Bulkers,3.26
NYS1898,Sibanye Gold ADR,4.69
NYS1899,Sally Beauty Holdings,26.46
NYS1900,Sabine Royalty Trust UBI,32.81
NYS1901,Companhia de Saneamento Basico do Estado de Sao Paulo ADR,4.4
NYS1902,Silver Bay Realty Trust,15.89
NYS1903,Santander Consumer USA Holdings,22.66
NYS1904,Southern Copper,27.35
NYS1905,Scana,53.92
NYS1906,Charles Schwab,30.7
NYS1907,Service International,30.27
NYS1908,Stepan,44.54
NYS1909,Steelcase Cl A,17.47
NYS1910,L.S. Starrett Cl A,15.62
NYS1911,SandRidge Energy,0.51
NYS1912,Seadrill Partners,10.64
NYS1913,Superior Drilling Products,1.68
NYS1914,SandRidge Mississippian Trust II,3
NYS1915,SeaDrill,7.9
NYS1916,SandRidge Mississippian Trust,3.11
NYS1917,Spectra Energy,28.88
NYS1918,SeaWorld Entertainment,17.92
NYS1919,Seaboard,3250
NYS1920,Sealed Air,52.06
NYS1921,Select Medical Holdings,12.99
NYS1922,Semgroup Cl A,54.59
NYS1923,Spectra Energy Partners,51.11
NYS1924,ServiceMaster Global Holdings,35.33
NYS1925,Stifel Financial,47.07
NYS1926,Safeguard Scientifics,17.4
NYS1927,StanCorp Financial Group,113.9
NYS1928,Ship Finance International,16.73
NYS1929,Smart&Final Stores,16.1
NYS1930,SouFun Holdings ADR,5.8
NYS1931,Swift Energy,0.53
NYS1932,Saga Communications Cl A,34.96
NYS1933,Stonegate Mortgage,7.07
NYS1934,Star Gas Partners,9.38
NYS1935,Stone Energy,5.1
NYS1936,Shake Shack Cl A,50.61
NYS1937,Shinhan Financial Group ADR,34.12
NYS1938,SINOPEC Shanghai Petrochemical ADR,37.91
NYS1939,Shell Midstream Partners,39.16
NYS1940,Sunstone Hotel Investors,14.07
NYS1941,Shopify Cl A,28
NYS1942,Sherwin-Williams,258.11
NYS1943,Companhia Siderurgica Nacional ADR,0.93
NYS1944,SIFCO Industries,12.6
NYS1945,Signet Jewelers,139.66
NYS1946,Grupo Simec ADR,8.2
NYS1947,Select Income REIT,18.75
NYS1948,Six Flags Entertainment,45.19
NYS1949,South Jersey Industries,24.47
NYS1950,J.M. Smucker,117.59
NYS1951,Shaw Communications Cl B NV,20.08
NYS1952,San Juan Basin Royalty Trust,10.81
NYS1953,SJW,28.84
NYS1954,SK Telecom ADR,22.66
NYS1955,Tanger Factory Outlet Centers,32.31
NYS1956,Skechers USA Cl A,141.98
NYS1957,Skyline,3.28
NYS1958,Schlumberger,76.06
NYS1959,U.S. Silica Holdings,19.92
NYS1960,Sun Life Financial,31.76
NYS1961,SL Green Realty,106.56
NYS1962,Solera Holdings,47.74
NYS1963,SL Industries,35
NYS1964,Silver Wheaton,12.39
NYS1965,SM Energy,34.73
NYS1966,Sumitomo Mitsui Financial Group ADR,8.33
NYS1967,Scotts Miracle-Gro,63.07
NYS1968,Semiconductor Manufacturing International ADR,4.35
NYS1969,Summit Midstream Partners,22.37
NYS1970,Standard Motor Products,35.7
NYS1971,Sanchez Energy,5.95
NYS1972,Snap-On,159.89
NYS1973,Sony ADR,25.87
NYS1974,Senior Housing Properties Trust,16
NYS1975,Scripps Networks Interactive Cl A,53.18
NYS1976,Smith&Nephew ADR,36.16
NYS1977,Intrawest Resorts Holdings,9.15
NYS1978,China Petroleum&Chemical ADR,67.35
NYS1979,New Senior Investment Group,11.6
NYS1980,Synovus Financial,30.09
NYS1981,SYNNEX,78.65
NYS1982,Sanofi ADR,49.28
NYS1983,Southern,43.74
NYS1984,ReneSola ADR,1.26
NYS1985,Sonoco Products,39.32
NYS1986,Sparton,23.95
NYS1987,Spectrum Brands Holdings,98.66
NYS1988,Standard Pacific,8.47
NYS1989,Simon Property Group,184.32
NYS1990,Suburban Propane Partners,37
NYS1991,Steel Partners Holdings,16.88
NYS1992,Superior Energy Services,15.4
NYS1993,Sanchez Production Partners,5.72
NYS1994,Spirit AeroSystems Holdings Cl A,51.74
NYS1995,SPX,58.81
NYS1996,Sociedad Quimica y Minera De Chile ADR,15.49
NYS1997,Sequans Communications ADR,1.06
NYS1998,Spirit Realty Capital,9.82
NYS1999,Sempra Energy,97.36
NYS2000,Seritage Growth Properties Cl A,39.55
NYS2001,Stoneridge,12.23
NYS2002,Sprague Resources,23.48
NYS2003,Startek,3.51
NYS2004,Simpson Manufacturing,34.59
NYS2005,Seventy Seven Energy,2.69
NYS2006,Stage Stores,11.14
NYS2007,Sasol ADR,32.41
NYS2008,Samson Oil&Gas ADR,0.65
NYS2009,Silver Spring Networks,11.73
NYS2010,E.W. Scripps Cl A,17.53
NYS2011,Sovran Self Storage,91.7
NYS2012,Shutterstock,33.73
NYS2013,Seaspan,17.03
NYS2014,Sunlink Health Systems,1.66
NYS2015,Sensata Technologies Holding,48.07
NYS2016,STAG Industrial,17.34
NYS2017,iStar,12.45
NYS2018,Extended Stay America / ESH Hospitality,18.94
NYS2019,Stewart Information Services,38.78
NYS2020,Steris,64.69
NYS2021,SunTrust Banks,40.51
NYS2022,SunTrust Banks Cl B WT,4.45
NYS2023,St. Jude Medical,72.62
NYS2024,Sterling Bancorp,13.84
NYS2025,STMicroelectronics,7.32
NYS2026,Stantec,23.53
NYS2027,Scorpio Tankers,9.47
NYS2028,Statoil ADR,15.35
NYS2029,StoneMor Partners,27.21
NYS2030,STORE Capital,20.63
NYS2031,Questar,19.63
NYS2032,STR Holdings,0.82
NYS2033,Straight Path Communications Cl B,22.72
NYS2034,Supreme Industries,8.2
NYS2035,State Street,73.11
NYS2036,China Digital TV Holding ADR,2.49
NYS2037,Starwood Property Trust,21.37
NYS2038,Constellation Brands Cl A,127.94
NYS2039,Suncor Energy,27.86
NYS2040,Sun Communities,66.23
NYS2041,Summit Materials Cl A,23.61
NYS2042,Sunoco,38.84
NYS2043,SunEdison,10.3
NYS2044,Superior Industries International,19.09
NYS2045,Silvercrest Mines,0.96
NYS2046,Silvercorp Metals,0.71
NYS2047,Servotronics,7.07
NYS2048,Supervalu,8.25
NYS2049,Starwood Waypoint Residential Trust,24.41
NYS2050,Stillwater Mining,9.39
NYS2051,Swift Transportation,19.63
NYS2052,Stanley Black&Decker 2013 Un,116.45
NYS2053,SolarWinds,40.73
NYS2054,Stanley Black&Decker,100.5
NYS2055,Schweitzer-Mauduit International,34.93
NYS2056,Southwestern Energy,16
NYS2057,Southwest Gas,55.47
NYS2058,SunCoke Energy,11.02
NYS2059,SunCoke Energy Partners,12.85
NYS2060,Southcross Energy Partners,7.45
NYS2061,Standex International,79.24
NYS2062,Sunoco Logistics Partners,34.09
NYS2063,Sensient Technologies,65.36
NYS2064,Symetra Financial,31.42
NYS2065,Synchrony Financial,32.65
NYS2066,Stryker,99.69
NYS2067,Synthetic Biologics,2.48
NYS2068,Synergy Resources,10.73
NYS2069,Syngenta ADR,67.93
NYS2070,Systemax,9.1
NYS2071,Sysco,39.91
NYS2072,AT&T,33.29
NYS2073,TravelCenters of America,12.19
NYS2074,Transalta,5.22
NYS2075,Tahoe Resources,8.77
NYS2076,TAL International Group,17.82
NYS2077,Taomee Holdings ADR,3.05
NYS2078,Molson Coors Brewing Cl B,67.14
NYS2079,Taro Pharmaceutical Industries,134.91
NYS2080,Tasman Metals,0.35
NYS2081,TransAtlantic Petroleum,3.07
NYS2082,TrueBlue,23.71
NYS2083,Thompson Creek Metals,0.5
NYS2084,TCF Financial,15.35
NYS2085,Transcontinental Realty Investors,13.16
NYS2086,Teck Resources Cl B,7.08
NYS2087,Taubman Centers,70.31
NYS2088,TC PipeLines,54.74
NYS2089,TCP International Holdings,2.92
NYS2090,Container Store Group,16.83
NYS2091,Toronto-Dominion Bank,39.99
NYS2092,Teradata,29.49
NYS2093,TransDigm Group,237
NYS2094,Teladoc,27.72
NYS2095,Telephone&Data Systems,28.53
NYS2096,Tidewater,17
NYS2097,Teledyne Technologies,98.61
NYS2098,Teco Energy,21.23
NYS2099,Telefonica ADR,14.21
NYS2100,Tallgrass Energy GP Cl A,29.5
NYS2101,TE Connectivity,59.24
NYS2102,Tenneco,47.16
NYS2103,Telecom Argentina ADR,15.85
NYS2104,Tallgrass Energy Partners,47
NYS2105,Teradyne,18.02
NYS2106,Box Ships,0.7
NYS2107,Teva Pharmaceutical Industries ADR,65.03
NYS2108,Terex,22.92
NYS2109,Teleflex,132.49
NYS2110,Tredegar,14.38
NYS2111,Taseko Mines,0.48
NYS2112,Tengasco,0.21
NYS2113,Timmins Gold,0.27
NYS2114,Textainer Group Holdings,16.86
NYS2115,Triumph Group,49.29
NYS2116,TEGNA,24.16
NYS2117,Teekay LNG Partners,27.01
NYS2118,Transportadora de Gas del Sur ADR,4.32
NYS2119,Target,78.03
NYS2120,Tenet Healthcare,50.32
NYS2121,Hanover Insurance Group,78.31
NYS2122,International Tower Hill Mines,0.22
NYS2123,Thor Industries,54.23
NYS2124,Thermon Group Holdings,22.51
NYS2125,TreeHouse Foods,79.46
NYS2126,Telecom Italia ADR,12.34
NYS2127,Telecom Italia ADR,10.08
NYS2128,Tier Reit,14.55
NYS2129,Tiffany&,83.61
NYS2130,Tel Instrument Electronics,4.35
NYS2131,Time Inc.,20.66
NYS2132,Orchids Paper Products,24.24
NYS2133,Team,42.01
NYS2134,TJX,70.72
NYS2135,Teekay,36.01
NYS2136,Turkcell Iletisim Hizmetleri ADR,9.78
NYS2137,Timken,31.35
NYS2138,Telekomunikasi Indonesia ADR,40.54
NYS2139,Tesoro Logistics,52.1
NYS2140,Talen Energy,14.73
NYS2141,Transmontaigne Partners,31.83
NYS2142,Timberline Resources,0.3
NYS2143,Tilly's,7.86
NYS2144,Toyota Motor ADR,120.77
NYS2145,Team Health Holding,59.8
NYS2146,Taylor Morrison Home,19.43
NYS2147,Torchmark,58.92
NYS2148,Thermo Fisher Scientific,126.52
NYS2149,Tompkins Financial,51.71
NYS2150,TimkenSteel,17.98
NYS2151,T-Mobile US,40
NYS2152,Tennant,57.46
NYS2153,TriNet Group,16.95
NYS2154,Terra Nitrogen,108.69
NYS2155,Teekay Tankers,6.08
NYS2156,Tsakos Energy Navigation,7.66
NYS2157,Tofutti Brands,4.22
NYS2158,Toll Brothers,36.64
NYS2159,Teekay Offshore Partners,17.46
NYS2160,Total ADR,46.09
NYS2161,Tower International,24.76
NYS2162,Tutor Perini,17.46
NYS2163,TRI Pointe Group,13.72
NYS2164,Tianyin Pharmaceutical,0.26
NYS2165,Texas Pacific Land Trust Sub Share Ctf,117.44
NYS2166,Triangle Petroleum,3.79
NYS2167,Third Point Reinsurance,13.99
NYS2168,Tribune Publishing,11.8
NYS2169,Tempur Sealy International,73.47
NYS2170,Tootsie Roll Industries,31.45
NYS2171,Tejon Ranch,23.72
NYS2172,Tejon Ranch WT,0.22
NYS2173,Tribune Media Cl A,40.42
NYS2174,Trecora Resources,12.76
NYS2175,Trex,39.17
NYS2176,Targa Resources,65.96
NYS2177,Thomson Reuters,39.11
NYS2178,Speedway Motorsports,19.54
NYS2179,Tremor Video,2.04
NYS2180,Trinity Industries,26.75
NYS2181,Terreno Realty,20.49
NYS2182,Tronox Cl A,7.72
NYS2183,TransCanada,34.44
NYS2184,Turquoise Hill Resources,3.01
NYS2185,TRC Cos.,9.21
NYS2186,Trio-Tech International,2.52
NYS2187,TransUnion,25.76
NYS2188,Trupanion,7.15
NYS2189,Travelers Cos.,100.43
NYS2190,Tanzanian Royalty Exploration,0.33
NYS2191,TransEnterix,2.46
NYS2192,Tenaris ADR,26.2
NYS2193,Trinseo,29.16
NYS2194,Trina Solar ADR,8.9
NYS2195,Taiwan Semiconductor Manufacturing ADR,20
NYS2196,Tyson Foods Cl A,42.62
